intent,query,answer
일반상식,케르테스 임레의 작품에는 어떤 것들이 있지,"《운명 (Sorstalanság)》 (1975년 작), 《좌절 (A kudarc)》 (1988년 작), 《태어나지 않은 아이를 위한 기도 (Kaddis a meg nem született gyermekért)》 (1990년 작), 《청산 (Felszámolás)》 (2003년 작) 등"
일반상식,기독교에서 말하는 인류의 시조는,아담과 하와
일반상식,메이저가 방송된 게 몇 년도부터야,2004년부터
일반상식,크레스가 거주하고 있는 곳이 어디야,뉴욕 주 로체스터
일반상식,내 마음 나도 몰라와 같이 우수 영화 상을 받았던 영화가 뭐야,선생님 안녕
일반상식,해리포터 소설은 총 몇부작이야,7부작
일반상식,하나의 광자에 대한 운동량 계산식 알려줘,hv/c(c는 광속)
일반상식,배틀스타갈락티카에서 지구는 몇 번째 콜로니야,열 세 번째
일반상식,누가 최초로 HD 212301 b를 발견해냈는지 검색해줄래,Lo Curto
일반상식,데카르트주의자들이 항상 난관으로 생각했던 것은,정신과 육체가 어떻게 상호작용하느냐
일반상식,세계무역기구 사무총장 임기가 끝나고 나서는 마이클 케네스 무어는 무슨 일을 했어,외교통상부의 특별 무역 교섭인
일반상식,애틀랜타 작전의 본부 내에 위치한 아프리카의 뿔은 누가 만들었지,유럽 연합 해군
일반상식,왜 태연과 박효신이 같이 부른 눈의 꽃이 네티즌들에게 비난을 받았어,화음이 맞지 않는다
일반상식,카스파아제가 뭐야,단백질분해효소
일반상식,그랑 팔레의 외관은 어떤 건축 사조의 예라고 할 수 있어,초기 보자르 건축
일반상식,백태웅이 주로 연구하는게 뭐야,"국제인권법과 대한민국법, 아시아 인권 문제"
일반상식,은하철도 999 데쓰로의 한국판에서 이름이 뭐야,철이
일반상식,DAMPs는 어떤 일을 하지,숙주와 관련있는 손상 및 세포손상을 담당
일반상식,일본 작가 구로사와 아키라의 비 그치다가 영화화 되지 못한 이유는,차기작으로 예정된 비 그치다의 각본을 쓰던 중 교토의 여관에서 넘어져 골절을 당하는 바람에 영화 제작은 불가능
일반상식,몇 년도부터 라르스 뢰케 라스무센이 재무장관을 맡았는지 알아봐줘,2007년
일반상식,Kiroro의 데뷔 앨범을 편곡한 사람 이름은,시게미 토오루
일반상식,메이스트릴리가에서 총 몇 개 팀이 경기해,10개
일반상식,통산 868홈런을 친 일본 야구의 전설적인 인물이 누구야,오 사다하루
일반상식,스페인이 모로코에 셰프샤우엔을 반납한 연도는,1956년
일반상식,그리스 음식에 소고기가 거의 안 쓰이는 이유는,지형적 특성상 염소나 양을 키우기 편한 탓
일반상식,1788년에 해석역학을 통해 발표된 이론은,라그랑주 역학
일반상식,바오로 4세의 시신은 어디로 이장되었어,산타 마리아 소프리 미네르바 성당의 카라파 경당
일반상식,앨리스 먼로가 총독문학상을 어떤 소설로 탔어,행복한 그림자의 춤
일반상식,사용자 인터페이스가 뭐야,컴퓨터 사용자가 직접 프로그램을 제어하고 사용할 수 있게 하는 운영 체제의 기능
일반상식,조선민주주의공화국의 공식이념은 뭐야,주체사상
일반상식,러시아의 10월 혁명은 누가 주도했어,볼세비키
일반상식,딜로이트가 포춘 550 기업에 선정되지 않은 이유는,상장사가 아니라는 이유로 제외
일반상식,아소 쿠미코는 언제 태어났어,1978년 6월 17일
일반상식,우리나라에 있는 약용식물은 몇가지야,약 700종
일반상식,애플이 넥스트 사를 인수했을 때 준 현금은,3억 7750만 미국 달러
일반상식,허남성의 성도 소재지는 어디야,정저우 시
일반상식,페르난데스는 바르셀로나에서 몇 년간 주장을 맡았어,8년
일반상식,불가리아는 어느 반도에 있어,발칸 반도
일반상식,핀코니 빈혈에 대해서 처음 기술한 의사는,귀도 판코니
일반상식,롯데월드 어린이 놀이기구는 무슨 색으로 표시돼있어,노란색
일반상식,2015년에서 2016년 KBL 우승팀이 어디야,고양 오리온스
일반상식,일리야 프란크가 노벨 물리학상을 받게 된 연구는,체렌코프 효과를 발견
일반상식,회소곡 유래가 기록된 책 이름이 뭐지,삼국사기
일반상식,1991년 서울 군수산업전이 어디에서 열렸어,한국무역종합전시장
일반상식,에밀리 엘리자베스 디킨슨은 어디서 태어났지,앰허스트(Amherst)
일반상식,효종의 세 번째 후궁 김씨의 품계가 뭐지,숙의
일반상식,린킨 파크의 Hybrid Theory 앨범 발매일이 언제야,2000년 10월 24일
일반상식,신시내티 팀에서 활약하던 야구 선수 샌디 쿠팩스는 어떤 부상을 입었지,손바닥 동맥에 문제가 있다고 진단
일반상식,정몽주는 언제 역적으로 단죄되었어,1392년 4월
일반상식,퓌로스가 베로이아 시를 함락시킨 게 언제야,기원전 287년
일반상식,조선대학교 장미 축제는 언제부터 시작됐어,2003년 5월 23일
일반상식,트와이스 네 번째 앨범 발매일자를 알려줘,2017년 5월 15일
일반상식,니제르 사람들이 많이 믿은 종교는 뭐야,이슬람교
일반상식,신잡 초상은 언제 그린거야,1607
일반상식,대한민국 최초의 슈퍼컴퓨터는 뭐야,연구전산망(KREOnet)의 중앙전산기로 도입된 2GFlops 성능의 Cray-2S
일반상식,제1차 하리코프 전투가 언제 일어난거야,1941년 10월
일반상식,도망치는 건 부끄럽지만 도움이 된다의 드라마 주연이 누구야,아라가키 유이
일반상식,일본 역사에서 근세의 시작을 불러온 역사적 사건은,노부나가의 통일사업
일반상식,피오나와 케이크에서 핀과 제이크 둘의 성별을 바꾼 인물이 누구지,얼음대왕
일반상식,파라다이스 키스 작가가 누구야,야자와 아이
일반상식,제일 처음 발견된 뜨거운 목성이 뭐야,벨레로폰
일반상식,영화 달은 어디에 떠 있는가의 감독은 누구야,최양일
일반상식,e스포츠 대상을 후원한 행정기관은 어디지,문화관광부
일반상식,태양중심적 모델을 발전시킨 사람은,니콜라스 코페르니쿠스
일반상식,"러시아 음식에는 생선,버섯을 이용한 요리가 많은데 그 이유가 뭐야","강과 호수, 숲이 많은 지역적 특성"
일반상식,불입종의 기관지 제목을 알려줘,범성
일반상식,크로이처 소나타의 작곡가는,베토벤
일반상식,2010년 ESPN이 3D로 어떤 경기를 중계했어,FIFA 월드컵 25경기
일반상식,진클로드 반 이탤리가 4살때 이주한 국가는,미국
일반상식,가오싱젠이 망명한 나라는 어디지,프랑스
일반상식,인신보호율은 어느 시대에 발포됐어,영국의 국왕 찰스 2세 때
일반상식,조선시대에 지리지와 지도가 많이 편찬된 이유가 뭐야,중앙 집권과 국방의 강화를 위한 것
일반상식,CGI는 어떤 효과에 사용해,시각 효과
일반상식,샤를 에두아르 기욤이 노벨상을 받은 년도는,1920년
일반상식,우나코와 CM송 제목이 뭐야,Sha la la☆Summer Time
일반상식,매케인이 독방 감금을 마친 날을 알려줘,1970년
일반상식,한국지역사회교육협의회를 영어로 뭐라고 표기하는지 좀 알려줄래,Korea Association for Community Education
일반상식,태준은 누구와 동거했지,여자친구
일반상식,더브라윈이 데뷔한 건 언제야,1991년 1월 세계 수영 선수권 대회
일반상식,사의 주제로 많이 불렸던 것들은,"술, 여색, 애정, 희롱"
일반상식,포르투갈 국기에서 대항해시대 경 포르투갈의 위대한 역사를 상징하는 상징물은,혼천의
일반상식,루마니아 공국 전에 무슨 나라였어,왈라키아 공국과 몰다비아 공국
일반상식,쿠웨이트에서 공업이 발달한 도시가 어디야,알아시마의 슈와이크
일반상식,도덕경 판본은 누가 만든 거야,왕필
일반상식,칼텍 프로그램의 위원장은 누가 맡았어,로버트 레이턴
일반상식,베이스볼 투나잇에서 플레이 백 시스템을 몇 시즌부터 보여줬어,시즌 3 방송
일반상식,데이비드 보위는 스톡웰 영아학교에서 몇 살까지 재학했어,6살
일반상식,헬싱키에서 비보르크로 핀란드인민대표단이 언제 이동했어,1918년 4월
일반상식,2012년 영국 싱글 차트 1위를 기록한 리틀 믹스의 곡은,Wings
일반상식,페르카드가 태양보다 얼마나 더 밝아,"1,100배"
일반상식,파이널 판타지 영식의 약칭은,"FF영식, 영식등"
일반상식,정혜 공주 묘는 어떤 구조로 만들어졌어,굴식 돌방무덤
일반상식,1905년 비폭력시위를 하는 민중에게 누가 총 쏘라고 명령했어,그리고리 라스푸틴
일반상식,북제서에 38편이 추가된 게 언제야,수나라 때
일반상식,체르노빌 원자력 발전소 사고는 언제 일어났어,1986년 4월 26일 1시 24분(모스크바 기준 시간)
일반상식,프라하 시장을 뭐라 불러,프리마토르
일반상식,발터교수는 무슨 학파야,괴팅엔 학파
일반상식,말레이시아 대학 입학시험이 뭐야,말레이시아 고등교육 자격시험
일반상식,요리후사의 번주 자리를 물려준게 몇 번째 아들이었어,셋째 아들
일반상식,쿠치마 대통령의 독재 타도를 주장한 2000년에서 2001년 사이에 일어난 운동은,쿠치마 없는 우크라이나
일반상식,부산 지하철 1호선 상행선이 무슨 역 방향이지,다대포해수욕장
일반상식,조선시대 왕실 전용 목장이 있던 한양 동쪽의 성은,낙산
일반상식,네이피어 항구에서 수출하는 상품은 주로 어떤거야,"냉동고기, 양모, 펄프 등"
일반상식,NGC 2419는 얼마나 떨어져있지,약 30만 광년
일반상식,금성의 높이척도 알려줘,15.9 km
일반상식,코벨레스키와 함께 야구 명예의 전당에 오른 사람이 누구야,투수 웨이트 호이트
일반상식,세종대학교가 내세우는 교육목적이 뭐야,학술연구
일반상식,강릉시 연안의 어족이 풍부한 이유가 뭐야,수심이 깊고 계절에 따라 한류와 난류가 흘러
일반상식,일본 최초 장편 컬러 만화 영화의 제목이 뭐야,하쿠자덴
일반상식,카니슈카 왕 시절 불전 결집이 몇 회 있었지,제4회
일반상식,드라마 배틀스카 갈락티카에서 로라 로슬린 역을 맡은 배우는 누구야,메리 맥도넬
일반상식,비구조적 프로그래밍의 대비되는 개념이 뭔지 알려줘,구조적 프로그래밍
일반상식,야구선수 오 사다하루가 우타자였던 이유는,"아버지께서 젓가락과 연필, 계산하는 것은 오른쪽으로 하라고 하셔서 방망이도 오른쪽에서 치지않으면 아버지께 꾸중을 들을까봐"
일반상식,휘발성이 낮은 물질들은 어떤 것들로 정유되지,"아스팔트, 타르, 파라핀 왁스, 윤활유"
일반상식,테오도루스 2세의 아버지가 누구였어,요한네스 3세
일반상식,예전에는 아마존호저를 뭘로 분류했어,유일종
일반상식,가넷 크로우의 Doing all right이 쓰인 애니메이션은,명탐정 코난
일반상식,황정민은 언제 태어났어,1970년 9월 1일
일반상식,북한에 대한 예방타격이 뭐야,쏠지 안 쏠지 모르는 상황에서 북한의 설비를 뭉개버리는 것
일반상식,프리메이슨이 뭐야,"비밀결사단체로서 자연윤리관을 따르고 비밀 서약에 의해 결사단체를 이루어, 만약 이를 어길 경우에는 엄한 벌을 주는 단체"
일반상식,페르마의 마지막 정리에서 n이 7인 경우에 대하여 처음 증명한 사람은,라메
일반상식,더럼의 인구는 몇 명이야,56만여 명
일반상식,김동인 작품 저작권 있어,저작권이 소멸되었다
일반상식,삼장이라는 호는 누구한테 받은거야,측천무후(則天武后)
일반상식,브래드 패스트는 어디를 다쳐서 2009년 시즌을 마쳤지,무릎
일반상식,여민락의 편성악기에는 어떤 게 있지,"편종, 편경, 당피리, 대금, 당적, 해금, 아쟁, 장구, 좌고, 박"
일반상식,미국 배우 존 웨인의 본명이 뭐야,Marion Robert Morrison
일반상식,어느 왕국만 타르가르옌 가문의 정복을 피했지,도른
